Topic,Count,Name,Representation,Representative_Docs
10,326,10_luigimangione_trump_donald_sickness,"['luigimangione', 'trump', 'donald', 'sickness', 'brainwashed', 'antifa', 'leftist', 'leftists', 'political', 'maga']","['Turns out I was right about Luigi Mangione being a Far-Right Wing, Pro-Russia, Anti-Ukraine, and Anti-Palestine TERFascist Conservative Elitist who is Anti-Vaccine and Anti-Single Payer Healthcare.', 'JUST NOW: President Trump reacts to people praising Luigi Mangione:\n\n""How people can like this guy is a sickness… maybe it’s fake news, it’s hard to believe that it could even be thought of!” -', 'JUST NOW: President Trump reacts to left wing lunatics praising Luigi Mangione:\n\n""How people can like this guy is a sickness… maybe it’s fake news, it’s hard to believe that it could even be thought of!” -']"
11,300,11_mario_ugly_lil_look,"['mario', 'ugly', 'lil', 'look', 'bitch', 'face', 'stan', 'looks', 'gay', 'eyebrows']","['❓ luigi is so ugly and looks like he’s of gorilla descent i don’t even see the hype now if he looked like juyeon i would understand\n💬 what the fuck are you talking about #tellonym', 'Luigi is an ugly ass bitch', 'Luigi is ugly ass fuck just saying 😭']"
12,295,12_mario_crazed_demoncrat_super,"['mario', 'crazed', 'demoncrat', 'super', 'looks', 'murderer', 'evidence', 'crazy', 'manifesto', 'idolizing']","['Luigi looks, acts like a crazed Demoncrat! Super Mario found with murder weapon, manifesto, left matching DNA, Fingerprints, video evidence! But anyone who voted for 🐫 la will not convict! NYC is a vile unjust place! May God have mercy on their souls!', 'Luigi looks, acts like a crazed Demoncrat! Super Mario found with murder weapon, manifesto, left matching DNA, Fingerprints, video evidence! Super Mario had health insurance and came from a wealthy family! Privileged, liberal and indoctrinated! Anyone in NYC Jury who voted for…', 'Luigi looks, acts like a crazed Demoncrat! Super Mario found with murder weapon, manifesto, left matching DNA, Fingerprints, video evidence! Super Mario had health insurance and came from a wealthy family! Privileged, liberal, entitled and indoctrinated! Many evil 😈 are making…']"
13,293,13_luigimangione_healthcare_murderer_unitedhealthcareassassin,"['luigimangione', 'healthcare', 'murderer', 'unitedhealthcareassassin', 'killer', 'nursing', 'murdering', 'mob', 'accused', 'care']","['Why is no one talking about Luigi Mangione‘s family? And the large healthcare services company they own with several different locations. This kid grew up on and was spoiled on the back of the people paying insurance for his family services.', 'It’s not that hard:\n\nMurder is bad.\n\nLuigi Mangione killing Brian Thompson is bad.\n\nPeople dying because they were denied healthcare is bad.\n\nMurdering someone to fix healthcare does not fix healthcare and is bad.', 'BREAKING: New York prosecutors file murder charge against suspect Luigi Mangione in United Healthcare CEO killing.\n\nIt appears the coward PEED IN HIS PANTS while being booked into jail.']"
14,289,14_coward_fascist_revolutionary_marxist,"['coward', 'fascist', 'revolutionary', 'marxist', 'ideology', 'hero', 'manifesto', 'capitalist', 'fucktarded', 'killer']","['Thank you! Exactly! Mangione is a fascist terrorist, and anybody who supports him is a fascist too. We need to be asking every single person who supports Mangione how they like the taste of the fascist boots that they are licking.', 'So Mangione was a rich Anti-Capitalist also a lonely incel that shot someone in the back like a coward, got it.', ""Brian never killed a single person. Mangione is a terrorist and a fascist. Killing a people because they're capitalist is fascism, just like killing people because they're communist would be. Everybody who supports Mangione is a fascist bootlicker.""]"
15,263,15_jail_prison_inmate_criminals,"['jail', 'prison', 'inmate', 'criminals', 'crimes', 'inmates', 'arrest', 'crime', 'lock', 'justice']","['$LUIGI going to $JAIL', 'Now you know why Luigi is in prison', 'Luigi’s going to prison and there’s nothing you can do']"
16,251,16_deny_depose_inscribed_defend,"['deny', 'depose', 'inscribed', 'defend', 'casings', 'healthcare', 'murderer', 'shell', 'warren', 'claims']","['The man who m*rdered UnitedHealthcare CEO Brian Thompson inscribed the words “deny,” “defend” & “depose” on the shell casings that were left at the scene.', '🚨NEW: The man who m*rdered UnitedHealthcare CEO Brian Thompson inscribed the words “deny,” “defend” & “depose” on the shell casings that were left at the scene.', 'The man who m*rdered United Healthcare CEO Brian Thompson inscribed the words “deny,” “defend” & “depose” on the shell casings that were left at the scene.\n\nThe masked ass*ssin is still on the run as details of his whereabouts remain unknown.']"
17,248,17_murders_murderer_terrorism_targeted,"['murders', 'murderer', 'terrorism', 'targeted', 'terrorist', 'killer', 'shootings', 'shot', 'violence', 'gun']","['The assassination by Luigi Mangione represents an example of leftwing domestic terrorism along with GOP congressional baseball practice shooting and assassination attempt of  and targeted 2023 Nashville school shooting by a transgender man.', 'The assassination Luigi Mangione committed was an act of left-wing domestic terrorism along with the GOP congressional baseball practice shooting and assassination attempt of  and targeted 2023 Nashville school murders by a transgender man.', 'The assassination by Luigi Mangione represents an example of leftwing domestic terrorism along with GOP congressional baseball practice shooting and assassination attempt of  and targeted 2023 Nashville school murders by a transgender man.']"
18,237,18_terrorist_terrorism_terrorists_violence,"['terrorist', 'terrorism', 'terrorists', 'violence', 'hamas', 'murderer', 'clown', 'innocent', 'murderers', 'shooters']","['Your original point is that luigi committed terrorism. My response to that is that terrorism is a reaction, he murdered the ceo because he wanted to make a political statement, so yes he did commit terrorism. I think we should all commit terrorism in that sense', ""???? his point is that the Luigi guy would considered a terrorist. him shaking hands with a terrorist wouldn't mean Luigi isn't a terrorist LMAO???"", 'The fact that the biggest terrorists in our entire country is calling someone who just murdered ONE PERSON for political reasons a terrorist is fucking hilarious. Yeah, Luigi does fall under the definition of terrorism, because he committed political violence.']"
19,223,19_kyle_defending_shot_defended,"['kyle', 'defending', 'shot', 'defended', 'gun', 'killed', 'coward', 'defend', 'attacking', 'defense']","[""Lol. No, Kyle did what he did in self defense.\nLuigi murdered someone in cold blood.\nThey aren't even in the same league. However Kyle is a much better shot."", 'Kyle killed in self defense.\nLuigi did not.\nSee the difference?', 'Kyle = Self Defense\nLuigi = Back shooting murderer']"
20,203,20_penny_daniel_hero_vigilante,"['penny', 'daniel', 'hero', 'vigilante', 'murderer', 'rittenhouse', 'scott', 'trump', 'criminal', 'killed']","['Luigi Mangione is a murderer and Daniel Penny is not. It’s that simple.', 'CNN just compared Daniel Penny to Luigi Mangione, ""Tell me, which vigilante action is okay?""\n\nDaniel Penny is an American hero!', 'Daniel Penny & Kyle Rittenhouse are heroes.\nLuigi Mangione is a cold blooded murderer.']"
21,196,21_innocent_violence_murderer_vigilante,"['innocent', 'violence', 'murderer', 'vigilante', 'violent', 'criminal', 'guilty', 'advocate', 'scumbag', 'evil']","[""Fascinating—but also rather disturbing—article from .\n\nTo think by virtue of being friendly and kind online you might meet someone capable of such pure evil.\n\nAnd how inexplicably stupid. Why throw away your own life and take another's for no good reason."", 'If you celebrate someone gunning down a defenceless person in the street, then you advocate for a world in which this is an acceptable thing ... to do. You in fact advocate for a world in which a stranger can decide that you’re also a bad person, and gun you down in the street', '""If you celebrate someone gunning down a defenseless person in the street, then you advocate for a world in which this is... acceptable... for anyone to do. You... advocate for a world in which a stranger can decide that you’re also a bad person, & gun you down in the street.""']"
22,176,22_wealthy_rich_richer_wealth,"['wealthy', 'rich', 'richer', 'wealth', 'poor', 'money', 'funds', 'ceos', 'pay', 'fund']","['Luigi’s family makes money on the system too.', 'Luigi grew up in privilege, was never even a customer of UHC, apparently did get treatment for his back.\n\nBrian Thompson grew up middle class and made his own way.\n\nLiberals are cheering on a coddled rich kid who murdered a good guy who worked for everything he had.', 'Luigi is also a ""rich fuck"". Literally a spoiled rich kid from a family worth millions lol']"
23,141,23_guns_shooter_gun_hypocrisy,"['guns', 'shooter', 'gun', 'hypocrisy', 'outrage', 'shoots', 'shot', 'violence', 'violent', 'murderers']","['When Luigi Mangione shot and killed the healthcare CEO, the left practically praise him for doing so…not a word about gun control….\n\nSadly, the same people will be advocating for gun control over the Madison Wisconsin School shooting..\n\nHypocrites who play politics.', 'Luigi Mangione shoots the healthcare CEO in New York and the Left celebrates and makes candles worshipping him. \n\nA psychopath shoots up a school in Wisconsin and the Left calls for gun control.\n\nAre we starting to understand their outrage about guns is 100% fake?', 'Luigi Mangione shoots the healthcare CEO in New York and the Left celebrates and makes candles worshipping him. \n\nA left wing psychopath shoots up a school in Wisconsin and the Left calls for gun control.\n\nAre we starting to understand their outrage about guns is 100% fake?']"
24,39,24_penny_daniel_hero_murderer,"['penny', 'daniel', 'hero', 'murderer', 'machismo', 'acted', 'risked', 'scarier', 'criminal', 'killed']","['Daniel Penny is a hero who stepped in and risked his own life to protect innocent people. Luigi is a zero.', 'Daniel Penny acted to protect others from an individual who was a threat. Luigi killed an innocent man with a family. Big difference. This is an example of a false equivalence.', '$penny the real hero, $luigi shot someone in the back lol Daniel penny saved lives \n\nCKWxsXsJ85H7cTRgbbUwYrg3UMWx1Cbis3PwNbMipump']"
